flightno,from,to,departure,arrival,airline_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday
EL7151,3823,4,14:12:00,08:39:00,28,1,0,1,0,0,0,1
EL7281,12142,11163,12:13:00,13:07:00,28,0,0,1,1,0,0,0
EL7429,11042,13398,00:27:00,11:31:00,28,0,0,1,1,1,1,0
EL7488,9247,10176,17:14:00,05:06:00,28,1,0,0,0,1,0,0
EL7504,11695,5252,03:24:00,11:28:00,28,0,0,0,1,0,1,1
EL7702,1047,1241,19:29:00,05:56:00,28,0,0,1,0,0,1,1
EL7797,8883,4370,00:53:00,14:59:00,28,1,0,0,0,0,1,1
EL7883,7347,5325,01:11:00,15:17:00,28,1,1,1,0,0,1,0
EL7936,11842,5866,06:28:00,19:58:00,28,1,1,1,1,1,0,1
EL7968,12279,9495,05:41:00,10:27:00,28,1,0,1,0,1,0,1
EL8065,11684,7857,13:14:00,13:52:00,28,0,0,1,0,0,0,1
EL8497,9457,8465,21:44:00,09:52:00,28,0,1,0,0,0,0,0
EL8554,4375,1492,01:22:00,22:15:00,28,0,1,0,0,0,0,1
EL8642,4440,8450,09:50:00,23:03:00,28,0,1,0,0,1,0,0
EL8695,10877,722,04:46:00,11:06:00,28,0,0,0,1,1,1,1
EL9008,5166,13469,12:33:00,07:45:00,28,0,1,1,0,0,0,1
EL9026,6349,10273,04:36:00,17:38:00,28,1,1,0,1,1,0,1
EL9047,2846,2845,19:24:00,06:52:00,28,1,0,1,0,1,1,0
EL9207,11207,6350,09:18:00,01:52:00,28,1,1,1,0,1,0,0
EL9263,8126,8510,20:15:00,11:03:00,28,0,1,0,1,0,0,1
EL9392,7672,10706,16:04:00,23:08:00,28,1,0,0,1,1,1,1
EL9394,1768,5247,12:22:00,05:38:00,28,0,0,0,0,1,0,0
EL9413,12333,1945,17:24:00,21:59:00,28,1,0,0,1,1,1,0
EL9452,6194,7192,15:19:00,23:40:00,28,0,0,0,0,0,1,1
EL9508,5755,9035,02:16:00,17:11:00,28,0,0,0,0,1,1,1
EL9702,5519,779,22:19:00,12:30:00,28,0,0,1,0,0,1,1
EL9762,3909,2729,10:35:00,00:02:00,28,0,1,1,0,1,1,1
EL9763,2760,8487,08:10:00,21:40:00,28,1,1,0,1,0,0,0
EL9828,6175,10230,10:04:00,18:14:00,28,1,1,1,1,1,0,0
EL9853,11147,4726,22:21:00,10:30:00,28,1,1,0,1,0,1,1
EL9859,3022,430,17:13:00,18:35:00,28,0,0,1,0,1,0,0
EQ1050,13095,12128,14:10:00,01:29:00,29,0,1,1,1,0,1,1
EQ1339,5559,5375,00:38:00,02:06:00,29,0,1,1,0,1,0,1
EQ1347,6707,4539,06:40:00,16:52:00,29,1,0,1,0,0,1,1
EQ1354,8759,9208,21:04:00,22:40:00,29,0,1,0,1,0,0,0
EQ1356,6045,1905,16:34:00,18:19:00,29,0,0,0,1,0,1,0
EQ1382,8502,1187,20:52:00,01:48:00,29,1,0,0,0,0,1,0
EQ1447,9618,5162,12:05:00,00:29:00,29,0,0,1,0,1,0,1
EQ1488,7074,801,15:30:00,12:20:00,29,1,0,0,1,0,0,1
EQ1601,970,6111,09:08:00,19:08:00,29,1,0,1,0,0,0,1
EQ1620,4156,8290,05:03:00,14:57:00,29,1,0,1,0,1,1,0
EQ1647,12011,7012,18:37:00,10:12:00,29,1,0,0,1,0,1,0
EQ1653,13201,8524,05:41:00,08:46:00,29,0,0,0,0,1,0,0
EQ1675,7827,6341,04:21:00,12:32:00,29,1,1,1,0,0,1,0
EQ1743,2128,2309,22:35:00,05:17:00,29,1,0,0,1,0,1,0
EQ1757,5302,5447,21:25:00,16:16:00,29,0,1,0,0,0,1,0
EQ1778,12593,10932,10:21:00,21:31:00,29,1,0,1,1,1,0,0
EQ1905,9862,6391,05:11:00,16:29:00,29,0,1,0,1,1,0,1
EQ1907,12401,8893,03:39:00,06:43:00,29,1,0,1,0,0,0,1
EQ2003,6392,2734,13:05:00,10:27:00,29,0,1,0,0,0,0,1
EQ2059,1847,1258,10:08:00,14:50:00,29,0,0,1,0,0,0,1
EQ2254,8352,11595,12:36:00,06:34:00,29,0,1,1,0,0,0,1
EQ2269,6651,2976,02:52:00,22:30:00,29,1,0,1,0,0,0,1
EQ2572,6560,7034,13:10:00,17:16:00,29,0,0,0,0,1,1,1
EQ2759,6576,9265,05:27:00,12:05:00,29,0,0,0,1,0,1,1
EQ2793,8695,10870,13:41:00,09:44:00,29,0,1,1,0,1,0,1
EQ2805,8383,2500,21:14:00,04:55:00,29,0,1,1,1,0,0,0
EQ2883,9497,12217,22:28:00,13:45:00,29,0,1,0,0,1,0,1
EQ3264,6431,6956,05:50:00,09:31:00,29,0,0,0,1,1,0,0
EQ3275,4196,10918,14:50:00,05:45:00,29,1,1,1,0,0,1,1
EQ3362,8866,11995,03:14:00,12:27:00,29,0,1,0,0,1,1,0
EQ3446,528,8774,16:45:00,09:18:00,29,1,0,1,1,0,0,0
EQ3490,4943,5612,14:39:00,05:17:00,29,1,0,1,1,0,0,0
EQ3505,3060,755,06:32:00,00:31:00,29,1,1,1,0,1,1,1
EQ3573,13398,5947,14:14:00,05:20:00,29,0,0,1,0,1,0,1
EQ3936,10961,3880,07:12:00,21:33:00,29,0,1,0,1,1,1,0
EQ3941,2651,1794,19:06:00,08:14:00,29,0,1,1,0,0,0,0
EQ3975,5541,12126,21:12:00,15:03:00,29,1,0,1,0,0,1,1
EQ3980,8538,12195,20:56:00,02:23:00,29,1,0,0,0,1,1,0
EQ4043,12330,10852,02:35:00,14:46:00,29,0,1,1,1,1,0,0
EQ4061,8465,2887,13:23:00,01:34:00,29,1,1,1,0,0,0,0
EQ4107,4727,10493,00:34:00,07:29:00,29,0,1,0,0,0,1,1
EQ4385,1684,13323,03:09:00,07:32:00,29,1,0,0,0,1,0,1
EQ4492,7852,338,09:00:00,18:31:00,29,0,1,0,0,0,0,1
EQ4723,3760,3380,21:05:00,16:33:00,29,0,1,1,1,1,0,1
EQ4923,6879,8049,17:09:00,01:37:00,29,0,1,0,0,1,0,0
EQ4984,5847,1055,11:36:00,00:27:00,29,1,1,1,0,1,1,0
EQ4999,6037,2695,22:57:00,11:51:00,29,0,0,0,0,1,0,0
EQ5061,1133,8083,11:12:00,18:47:00,29,0,1,0,0,1,0,1
EQ5137,3350,8725,07:05:00,17:32:00,29,0,0,1,0,1,1,0
EQ5203,3048,3736,21:39:00,19:07:00,29,0,1,0,1,1,0,1
EQ5222,10061,5816,06:57:00,00:05:00,29,1,0,0,1,1,0,0
EQ5559,7047,4275,07:27:00,04:14:00,29,1,0,1,1,1,1,1
EQ5643,7404,12585,17:42:00,03:12:00,29,0,0,0,1,1,0,1
EQ5702,11940,556,12:18:00,06:11:00,29,0,0,1,0,0,1,1
EQ5819,1963,2809,18:31:00,01:16:00,29,0,1,1,1,1,1,1
EQ5828,9988,12074,20:03:00,10:09:00,29,0,0,1,1,1,1,0
EQ5878,7937,4000,08:06:00,17:51:00,29,0,1,0,1,0,0,1
EQ5995,2519,1919,03:25:00,12:38:00,29,1,0,1,1,0,0,0
EQ6013,10651,9122,19:47:00,01:48:00,29,1,0,0,0,1,1,1
EQ6112,4474,12570,22:31:00,14:46:00,29,0,0,0,0,1,1,1
EQ6115,13565,6748,10:28:00,12:47:00,29,0,0,1,0,0,0,0
EQ6116,5259,3826,09:37:00,23:20:00,29,0,0,0,0,0,0,1
EQ6125,11736,6381,02:06:00,12:39:00,29,0,0,0,0,0,1,0
EQ6146,3503,6482,18:19:00,10:25:00,29,0,0,1,0,1,0,0
EQ6220,9682,9633,16:56:00,07:23:00,29,1,1,1,1,0,0,0
EQ6266,7830,4435,08:35:00,04:31:00,29,1,0,1,0,0,1,0
EQ6282,5785,13180,03:51:00,01:23:00,29,1,1,0,0,0,1,1
EQ6318,9231,1410,00:43:00,03:02:00,29,1,0,1,1,0,1,0
EQ6488,7926,6629,03:18:00,22:23:00,29,1,1,0,0,1,0,1
EQ6674,5433,11631,03:03:00,11:39:00,29,0,1,0,0,0,0,0
EQ6755,5893,12431,07:27:00,01:13:00,29,0,0,1,1,1,1,1
EQ6767,803,9800,00:08:00,20:22:00,29,0,0,0,1,1,0,0
EQ6784,1907,1899,20:13:00,12:47:00,29,0,0,0,1,0,1,1
EQ6862,8101,8301,09:07:00,18:00:00,29,0,0,0,1,1,1,0
EQ6958,2376,11773,23:56:00,16:18:00,29,0,0,0,1,0,1,1
EQ6984,13437,3896,01:09:00,15:58:00,29,0,0,0,1,0,0,1
EQ7049,12566,4750,07:22:00,21:46:00,29,0,1,1,0,1,0,1
EQ7129,8196,7876,10:31:00,05:41:00,29,1,1,1,0,0,0,1
EQ7158,9429,9920,04:36:00,20:51:00,29,0,1,1,1,0,0,1
EQ7349,3326,3124,20:12:00,05:13:00,29,0,1,1,1,1,0,0
EQ7371,1677,9013,05:27:00,21:20:00,29,1,1,0,0,1,1,0
EQ7407,5364,5631,19:11:00,09:44:00,29,1,1,1,1,0,0,1
EQ7627,709,4986,06:43:00,21:18:00,29,0,0,1,0,1,1,0
EQ7736,2723,5663,07:24:00,20:14:00,29,0,0,0,1,0,1,1
EQ7877,4695,11563,23:46:00,05:12:00,29,1,0,1,0,1,0,1
EQ7883,7172,9960,18:08:00,11:03:00,29,0,0,1,0,1,0,0
EQ7914,8143,9717,14:30:00,01:34:00,29,1,0,1,1,0,1,1
EQ7995,11294,9834,14:07:00,16:30:00,29,1,1,1,1,0,0,1
EQ8377,4963,7516,09:16:00,15:53:00,29,1,1,1,0,1,0,0
EQ8557,10873,8518,16:04:00,22:32:00,29,1,1,1,1,1,0,0
EQ8582,5486,9578,18:44:00,07:48:00,29,1,1,0,1,1,0,1
EQ8725,10930,9282,14:34:00,07:10:00,29,1,0,1,1,1,1,1
EQ8738,13595,936,16:13:00,16:38:00,29,0,1,0,0,0,1,0
EQ9025,5892,22,15:33:00,16:04:00,29,1,1,0,1,0,1,1
EQ9142,5421,8683,13:07:00,08:28:00,29,1,1,1,0,0,1,0
EQ9143,1444,11854,07:35:00,22:09:00,29,1,0,0,0,0,1,0
EQ9356,9517,13100,14:28:00,00:55:00,29,1,1,0,0,1,1,0
EQ9427,10171,2973,17:29:00,18:17:00,29,1,0,0,1,0,0,0
EQ9758,9231,9695,14:41:00,03:08:00,29,1,1,1,0,0,1,1
EQ9946,12373,181,01:11:00,22:51:00,29,0,0,1,0,0,0,1
EQ9966,12862,9402,23:29:00,12:40:00,29,1,0,1,1,1,0,0
EQ9982,12510,7612,09:50:00,19:09:00,29,0,1,0,0,1,1,0
EQ9990,4994,10758,21:27:00,03:36:00,29,0,1,1,0,0,0,0
ER1039,12591,10334,02:06:00,08:42:00,30,1,1,0,0,0,1,1
ER1041,1454,12348,03:48:00,16:20:00,30,1,1,0,1,1,0,1
ER1210,5814,10623,23:33:00,12:57:00,30,1,1,0,1,1,0,1
ER1298,11389,10661,23:24:00,02:38:00,30,1,1,1,1,0,0,0
ER1344,6454,2495,12:35:00,21:32:00,30,0,1,1,0,1,0,1
ER1418,10732,3910,16:10:00,01:30:00,30,1,1,1,1,0,1,0
ER1461,7486,1407,12:17:00,14:06:00,30,0,1,1,0,0,0,1
ER1476,6685,6534,21:26:00,00:24:00,30,0,0,0,1,0,1,0
ER1490,1940,2634,05:58:00,18:01:00,30,0,0,0,0,1,0,0
ER1569,2129,2930,01:12:00,22:21:00,30,0,0,0,0,1,1,0
ER1598,1624,4407,12:52:00,23:17:00,30,1,0,0,0,0,0,0
ER1674,1242,8554,08:17:00,21:56:00,30,1,1,1,0,0,1,0
ER1777,1290,692,22:30:00,05:04:00,30,1,1,1,0,1,1,0
ER1810,10514,11464,06:55:00,09:19:00,30,0,1,1,0,0,0,1
ER1862,7389,9288,23:13:00,07:39:00,30,1,0,1,0,1,1,0
ER1986,1519,1322,03:00:00,10:09:00,30,0,0,0,0,1,0,1
ER2173,8646,5240,02:21:00,15:36:00,30,0,1,1,0,0,1,1
ER2177,12446,8315,11:22:00,16:14:00,30,1,1,0,1,0,0,1
ER2179,3563,7186,20:17:00,21:38:00,30,0,0,0,0,1,0,1
ER2185,7006,2037,09:30:00,10:44:00,30,1,1,1,0,0,1,0
ER2251,4884,10331,01:13:00,22:15:00,30,0,0,1,0,0,1,0
ER2600,10575,7461,04:38:00,09:54:00,30,0,1,0,1,0,0,1
ER2713,793,374,08:47:00,12:11:00,30,1,0,0,0,0,1,0
ER2826,10044,5535,08:42:00,15:14:00,30,0,1,1,0,0,0,1
ER3055,4418,8604,10:20:00,23:50:00,30,0,1,1,0,0,1,1
ER3128,7419,8993,16:15:00,20:42:00,30,1,1,0,0,1,1,0
ER3170,5617,5679,08:06:00,08:57:00,30,0,0,1,0,0,1,0
ER3194,13192,10130,23:19:00,11:17:00,30,0,1,1,1,0,0,1
ER3332,12120,5400,23:24:00,10:54:00,30,1,1,1,1,1,1,1
ER3389,7430,3615,13:19:00,04:10:00,30,1,1,1,0,0,0,0
ER3634,5641,10132,11:44:00,07:19:00,30,1,1,0,1,0,1,1
ER3647,5374,3737,03:03:00,17:53:00,30,0,0,1,0,1,1,0
ER3915,1909,4322,05:42:00,12:39:00,30,0,1,0,1,1,1,0
ER4052,11387,6113,10:10:00,15:08:00,30,0,0,0,0,0,1,1
ER4089,6389,5152,14:36:00,20:54:00,30,0,0,0,0,0,1,1
ER4096,9835,5897,07:18:00,04:27:00,30,0,1,1,1,1,1,0
ER4098,2242,3642,01:20:00,18:37:00,30,1,1,1,1,1,1,0
ER4284,10196,9231,19:06:00,11:10:00,30,1,0,0,1,1,0,1
ER4308,8752,4590,22:07:00,05:15:00,30,1,0,0,0,1,0,1
ER4331,1062,747,09:42:00,11:03:00,30,1,0,0,1,0,1,0
ER4338,12941,1117,08:34:00,21:38:00,30,1,1,0,0,1,1,0
ER4422,332,3936,17:30:00,00:12:00,30,1,1,0,0,0,0,1
ER4532,276,1986,13:31:00,03:35:00,30,1,0,0,1,0,0,1
ER4674,12193,8353,17:42:00,10:59:00,30,1,1,0,1,1,1,1
ER4705,8015,11631,03:08:00,16:21:00,30,1,0,0,0,0,1,0
ER4838,1851,9183,01:00:00,14:57:00,30,0,1,0,1,0,1,0
ER4919,567,4184,23:22:00,03:25:00,30,1,0,1,0,0,0,0
ER5213,6135,4542,02:56:00,18:52:00,30,0,1,1,0,1,0,1
ER5220,12910,5974,12:24:00,02:52:00,30,0,1,0,1,1,1,1
ER5353,12269,10048,02:16:00,10:22:00,30,1,1,0,0,0,0,0
ER5392,4138,10837,00:35:00,07:41:00,30,1,0,1,1,1,1,1
ER5445,7104,5656,11:43:00,03:18:00,30,1,0,0,0,1,0,0
ER5519,2295,3382,07:22:00,00:35:00,30,1,1,1,0,1,1,1
ER5915,117,5563,00:19:00,04:34:00,30,1,1,0,1,0,1,1
ER5988,11601,4907,03:39:00,13:03:00,30,1,1,1,0,0,0,1
ER5995,841,8650,16:47:00,09:18:00,30,0,0,0,0,1,0,1
ER6050,13588,5110,21:39:00,17:17:00,30,0,0,1,0,0,0,1
ER6197,2181,11179,02:35:00,16:11:00,30,0,1,0,0,0,1,0
ER6337,1370,4259,07:10:00,09:00:00,30,1,0,0,0,1,1,1
ER6429,9020,4191,09:22:00,03:45:00,30,0,0,1,1,1,0,0
ER6710,2320,6287,04:12:00,07:18:00,30,1,0,0,1,0,0,0
ER6852,10607,7141,11:24:00,20:06:00,30,1,0,0,0,1,1,0
ER6935,3133,662,20:29:00,06:54:00,30,1,0,0,0,1,1,1
ER6966,9049,12474,00:03:00,18:23:00,30,1,1,1,1,0,0,1
ER7141,11294,8216,04:17:00,21:02:00,30,1,0,1,0,0,0,1
ER7681,4094,5779,21:08:00,01:29:00,30,1,1,0,0,1,0,0
ER7888,108,9937,04:35:00,15:59:00,30,0,1,0,1,1,1,1
ER8105,12151,1966,23:13:00,06:54:00,30,0,0,0,0,1,1,1
ER8284,4722,2969,03:55:00,12:40:00,30,0,0,1,1,0,1,0
ER8298,8968,7699,12:24:00,04:31:00,30,1,1,0,0,1,0,1
ER8602,68,83,04:07:00,07:56:00,30,1,0,0,0,1,0,0
ER8710,13010,13021,13:08:00,15:24:00,30,1,1,1,1,1,1,0
ER8762,8949,9543,11:49:00,05:26:00,30,1,0,1,0,1,1,1
ER8921,11730,8618,22:05:00,04:27:00,30,1,1,0,0,1,0,1
ER9027,5450,4630,11:17:00,13:03:00,30,1,0,0,0,0,0,0
ER9167,3211,790,00:05:00,14:48:00,30,1,1,0,0,0,1,0
ER9205,2763,6804,09:14:00,17:49:00,30,1,0,0,0,1,1,1
ER9235,4158,3237,11:03:00,02:53:00,30,1,1,1,0,1,1,1
ER9246,5810,8695,17:29:00,12:54:00,30,1,0,0,0,1,0,1
ER9329,3418,1481,06:24:00,20:58:00,30,1,0,1,1,1,0,1
ER9380,5424,2865,02:51:00,14:09:00,30,1,1,1,1,1,0,1
ER9385,1910,8382,18:37:00,16:31:00,30,1,1,1,1,1,0,0
ES1016,13589,850,14:26:00,18:02:00,31,1,1,1,1,1,1,0
ES1054,4036,3988,06:15:00,07:32:00,31,1,1,1,1,0,0,0
ES1102,10151,13235,05:03:00,07:15:00,31,0,0,1,0,0,0,1
ES1237,2588,13522,03:29:00,19:42:00,31,0,0,1,1,0,1,1
ES1278,1505,4730,06:27:00,12:08:00,31,0,0,0,0,0,1,0
ES1288,1289,13122,08:49:00,17:40:00,31,0,1,1,1,0,1,1
ES1360,3048,931,18:38:00,14:15:00,31,0,0,1,1,0,0,1
ES1649,7860,13214,23:06:00,09:19:00,31,0,0,0,1,1,0,1
ES1708,2665,10422,04:51:00,16:57:00,31,0,1,0,1,1,0,0
ES1738,1454,5550,13:16:00,23:54:00,31,1,1,1,1,1,1,0
ES1766,2934,9900,13:37:00,10:14:00,31,1,0,0,1,0,1,0
ES1768,6379,8143,08:44:00,10:25:00,31,0,1,1,0,0,0,1
ES1802,7596,12223,16:46:00,06:59:00,31,0,1,1,0,1,0,0
ES1816,11462,10834,06:59:00,18:32:00,31,0,0,0,1,0,1,1
ES1846,944,5032,07:16:00,18:44:00,31,0,1,1,1,1,0,0
ES1953,5576,5570,20:34:00,11:32:00,31,0,1,1,0,1,1,1
ES1959,5999,1921,00:00:00,10:47:00,31,0,1,0,0,1,1,1
ES1960,6745,5845,13:13:00,16:41:00,31,1,1,1,1,1,1,1
ES1980,322,2194,22:48:00,14:41:00,31,1,1,1,1,1,1,0
ES2042,5391,10893,07:37:00,21:18:00,31,1,0,0,0,0,1,1
ES2148,12395,4270,07:26:00,14:51:00,31,1,1,0,1,0,1,1
ES2270,5892,10893,01:16:00,12:41:00,31,0,1,0,1,0,0,0
ES2693,12410,9038,04:07:00,11:40:00,31,1,0,0,0,0,1,0
ES2901,2538,10758,03:08:00,08:26:00,31,1,1,1,0,0,0,0
ES2998,4111,4478,18:49:00,11:31:00,31,0,0,0,0,1,0,1
ES3004,4379,13007,18:43:00,13:37:00,31,0,0,1,0,0,1,0
ES3010,9572,340,04:25:00,18:40:00,31,1,1,1,0,1,0,0
ES3019,2783,921,20:36:00,01:42:00,31,0,0,0,0,0,1,1
ES3072,3007,13562,07:04:00,17:48:00,31,0,1,1,1,1,0,0
ES3110,3441,7275,14:01:00,02:36:00,31,1,1,1,1,0,1,0
ES3163,6027,3249,13:21:00,02:56:00,31,1,0,0,1,0,0,1
ES3415,10705,4023,19:32:00,06:50:00,31,0,1,1,0,1,0,0
ES3457,4641,260,11:18:00,14:42:00,31,0,0,0,1,1,0,1
ES3521,10037,10479,15:24:00,19:43:00,31,0,1,1,1,1,0,1
ES3804,1154,5848,05:57:00,09:33:00,31,1,1,1,0,1,0,0
ES3957,7245,10990,10:38:00,12:24:00,31,1,0,1,0,0,0,1
ES3992,4630,4081,08:17:00,21:59:00,31,1,1,0,1,1,1,0
ES4038,9282,13152,13:31:00,18:30:00,31,1,0,0,0,1,1,1
ES4055,2217,8538,06:19:00,14:51:00,31,0,0,0,1,1,1,1
ES4067,5763,10495,23:39:00,11:12:00,31,1,0,0,0,1,1,1
ES4188,5375,3659,10:42:00,00:55:00,31,1,1,1,1,1,0,0
ES4212,10984,10031,19:13:00,13:13:00,31,1,1,1,1,1,1,1
ES4411,9969,4233,14:34:00,02:03:00,31,1,0,1,0,1,0,0
ES4412,3764,1552,02:30:00,03:40:00,31,0,0,0,1,0,0,0
ES4482,4707,10114,12:13:00,03:29:00,31,1,0,0,0,0,0,0
ES4531,8179,663,23:27:00,01:02:00,31,1,1,0,0,0,1,1
ES4584,11186,3353,02:44:00,14:54:00,31,1,1,1,0,1,1,0
ES5036,12517,6645,03:37:00,04:41:00,31,1,1,0,0,1,0,1
ES5066,12133,9060,16:01:00,18:27:00,31,0,0,0,1,1,1,1
ES5128,5022,7756,14:55:00,04:13:00,31,1,1,1,0,0,0,1
ES5135,11102,6586,18:38:00,21:08:00,31,0,0,0,1,0,1,1
ES5233,12338,9210,21:23:00,18:31:00,31,1,1,0,0,1,0,0
ES5263,1892,5659,20:31:00,11:08:00,31,1,1,1,1,1,1,1
ES5403,1403,7520,12:29:00,17:24:00,31,1,0,1,1,0,0,1
ES5474,2960,11304,21:32:00,11:42:00,31,1,0,1,0,0,0,0
ES5501,9320,9306,18:38:00,07:49:00,31,1,1,1,1,1,1,1
ES5608,2273,8004,00:24:00,17:27:00,31,0,0,0,0,0,1,0
ES6152,10233,4552,02:28:00,15:21:00,31,1,1,1,0,1,0,0
ES6187,2783,6238,12:53:00,15:38:00,31,1,0,0,1,1,1,1
ES6198,11070,9415,03:25:00,13:22:00,31,1,0,1,0,1,1,0
ES6401,4440,3064,01:56:00,15:21:00,31,1,1,1,0,0,1,0
ES6433,3359,9502,15:08:00,00:04:00,31,1,0,1,1,0,0,1
ES6441,8201,11353,05:16:00,15:48:00,31,1,0,0,0,0,0,1
ES6482,10345,2813,07:20:00,09:10:00,31,1,0,1,0,1,0,0
ES6588,9129,9209,13:17:00,23:10:00,31,1,0,0,0,0,1,1
ES6683,10137,12781,11:54:00,12:27:00,31,0,0,0,1,1,0,0
ES6771,10774,12570,22:49:00,10:49:00,31,0,1,0,1,0,0,1
ES6926,12492,1059,17:27:00,02:34:00,31,1,1,0,0,0,1,0
ES7462,11750,2571,01:49:00,10:14:00,31,0,0,1,0,0,0,0
ES7755,7592,3701,04:10:00,18:02:00,31,0,0,0,0,0,1,0
ES7789,7895,9064,18:22:00,21:16:00,31,0,1,0,1,0,0,1
ES7886,8011,158,17:26:00,00:16:00,31,0,1,0,0,0,1,1
ES7893,9712,6509,11:27:00,21:15:00,31,1,0,1,1,0,0,0
ES7928,6174,40,19:33:00,08:22:00,31,0,1,1,0,1,1,1
ES7959,394,448,16:58:00,00:55:00,31,0,1,1,1,1,1,1
ES8081,10484,7391,06:30:00,00:42:00,31,1,0,1,0,1,0,1
ES8539,12173,13044,18:13:00,21:52:00,31,1,0,0,0,1,0,0
ES8746,7339,5781,05:01:00,18:51:00,31,0,1,1,1,0,0,1
ES8845,9080,2269,04:50:00,07:19:00,31,0,1,0,1,0,0,1
ES8903,7611,23,06:08:00,09:04:00,31,0,0,0,1,0,0,0
ES8934,13475,2790,14:05:00,06:04:00,31,0,0,1,1,0,0,1
ES8940,9628,11526,15:53:00,22:58:00,31,0,0,0,1,0,0,0
ES9162,6705,9259,16:37:00,04:42:00,31,1,0,1,0,1,1,1
ES9278,12917,11969,04:08:00,22:54:00,31,1,0,0,1,1,1,0
ES9282,5436,12066,08:34:00,21:44:00,31,0,0,1,0,1,0,1
ES9328,10196,1229,05:20:00,08:38:00,31,0,1,1,1,1,0,0
ES9370,10372,621,08:27:00,18:18:00,31,1,0,1,1,0,0,1
ES9386,2599,9799,19:19:00,08:43:00,31,0,0,1,1,0,0,1
ES9450,2866,11162,20:12:00,11:47:00,31,1,1,1,1,0,0,1
ES9756,3129,7111,06:18:00,09:34:00,31,1,0,0,0,0,1,0
ES9780,9541,2495,00:45:00,20:41:00,31,1,1,0,1,0,1,0
ES9927,2519,417,16:29:00,21:28:00,31,0,1,1,1,1,0,1
ET1007,4124,1232,05:23:00,13:55:00,32,1,0,0,1,0,1,0
ET1249,9631,520,01:00:00,10:59:00,32,1,0,1,1,1,0,0
ET1300,6836,9682,07:32:00,11:34:00,32,0,1,1,1,0,0,1
ET1323,13066,10534,12:11:00,17:31:00,32,0,0,0,1,0,0,1
ET1398,8717,12464,13:17:00,19:18:00,32,1,1,0,1,0,0,1
ET1467,10203,4412,07:16:00,08:25:00,32,1,0,0,0,0,1,1
ET1474,3864,1163,02:06:00,18:12:00,32,0,1,1,1,1,1,1
ET1528,9539,2127,22:45:00,07:57:00,32,1,1,0,1,0,1,0
ET1561,8712,10784,01:24:00,12:29:00,32,1,0,1,0,1,0,1
ET1613,3224,7609,02:44:00,11:40:00,32,1,0,0,1,1,1,1
ET1661,7219,4901,02:10:00,03:13:00,32,1,1,1,0,0,1,0
ET1663,10696,12883,13:34:00,09:33:00,32,1,1,1,0,0,1,1
ET1666,4453,716,11:09:00,02:46:00,32,0,1,1,1,0,1,1
ET1670,6656,11414,23:03:00,08:12:00,32,0,1,1,0,1,1,1
ET1684,8214,12562,19:38:00,08:48:00,32,1,1,0,1,1,0,0
ET1693,10012,2358,10:53:00,21:05:00,32,1,1,0,1,0,1,1
ET1775,12767,1105,01:13:00,13:45:00,32,0,1,0,0,0,0,1
ET1849,3028,8937,14:09:00,03:08:00,32,1,0,1,1,1,1,1
ET1896,7817,8547,00:02:00,09:05:00,32,0,1,1,1,1,1,0
ET2035,509,2197,17:39:00,00:43:00,32,1,0,1,1,0,1,0
ET2114,8690,3903,22:33:00,08:24:00,32,0,1,0,0,0,1,0
ET2514,8120,1970,00:56:00,08:14:00,32,0,0,1,1,1,0,0
ET2550,13437,2888,08:11:00,10:07:00,32,1,0,0,0,0,1,1
ET2558,4418,5403,05:39:00,18:02:00,32,1,0,0,1,0,0,0
ET2624,806,1291,11:12:00,13:13:00,32,1,0,0,1,0,0,0
ET2711,2534,11884,20:44:00,08:11:00,32,1,1,1,0,1,0,0
ET2806,7026,4277,12:48:00,07:50:00,32,0,0,0,1,1,0,1
ET2901,6013,13076,17:31:00,06:48:00,32,1,1,0,0,1,1,0
ET3005,3016,11202,07:23:00,08:40:00,32,0,1,0,1,0,1,1
ET3181,1236,4468,02:03:00,19:41:00,32,0,0,1,1,1,0,1
ET3496,1768,2307,06:35:00,04:20:00,32,0,1,0,0,1,0,0
ET3573,7228,7687,01:25:00,05:48:00,32,1,1,0,1,1,1,1
ET3656,6265,1050,04:48:00,02:09:00,32,0,0,1,1,1,1,1
ET3713,640,5965,05:43:00,22:14:00,32,1,1,1,0,1,0,0
ET3868,13020,8230,04:16:00,05:58:00,32,0,1,1,0,1,0,0
ET4117,7218,4648,22:58:00,16:01:00,32,1,1,0,0,1,0,1
ET4261,8742,3302,01:27:00,13:42:00,32,0,0,0,0,1,0,0
ET4292,5677,5978,02:28:00,18:01:00,32,1,0,1,1,1,0,0
ET4371,5654,9758,12:09:00,06:31:00,32,1,1,1,0,1,1,0
ET4419,8880,4364,01:34:00,12:03:00,32,0,1,1,0,1,1,0
ET4592,11418,10783,10:40:00,21:44:00,32,0,0,1,0,1,0,0
ET5020,1618,6447,23:57:00,00:57:00,32,0,0,1,1,0,1,1
ET5395,9751,821,09:03:00,22:40:00,32,1,1,0,1,1,1,1
ET5471,278,604,02:26:00,16:23:00,32,0,0,0,0,1,0,0
ET5529,2806,8195,11:35:00,18:03:00,32,1,0,1,1,1,1,0
ET5601,7634,11156,04:47:00,01:53:00,32,0,1,1,0,0,1,0
ET5618,3768,2967,12:46:00,17:46:00,32,1,1,1,1,1,0,0
ET5720,10160,5123,04:18:00,16:00:00,32,1,0,1,0,0,0,1
